player_id,player_name,team_name,season_id,season_name,primary_position,secondary_position,player_season_minutes,PC1,PC2,PC3,PC4,PC5,PC6,PC7,cluster
298594,Carlos Adrián Sánchez Nava,Pachuca,317,2024/2025,Right Back,Right Wing Back,1367.5001,3.1578701734857533,3.2898991193044407,5.802868015041025,1.4846191361756813,-4.557850147223005,0.49866506011251444,1.4862876375152292,1
28562,Luis Alfonso Rodríguez Alanís,Pachuca,317,2024/2025,Right Back,Right Centre Back,1551.3167,-1.7758430336659883,0.6422604012948497,4.498908856949535,0.40678940527564983,-1.4186713663977444,-0.6682256103157166,-0.4285527462634386,1
208278,Andres Montaño,Cruz Azul,317,2024/2025,Left Defensive Midfielder,Centre Attacking Midfielder,939.99994,6.422202012399852,0.3724633449882161,-1.5827541443459296,-1.6390851456416018,-0.8674290421856045,2.8890770808379247,3.190130281946497,0
29516,Idekel Alberto Domínguez Rodríguez,Atlas,317,2024/2025,Right Wing Back,Left Back,739.7167,-2.4445556772878474,0.6132400458171587,-3.941036248776757,2.1278140442264992,1.248768211666122,-0.8439460576322827,-1.3303129872457808,1
30457,Fernando Beltrán Cruz,Guadalajara,317,2024/2025,Left Centre Midfielder,Right Centre Midfielder,2151.2998,6.450119678037486,0.17001137660594165,-0.024679158435100587,-0.9575511962128557,-1.6566387184735643,-1.6244589282814323,-1.0764866962296549,0
15872,Érick Gabriel Gutiérrez Galaviz,Guadalajara,317,2024/2025,Left Defensive Midfielder,Centre Defensive Midfielder,2615.3665,1.3089478877927863,-3.4801991714991307,0.25138331659602586,1.800180426816722,-0.6682588953750819,1.294465065032872,-2.3263385215383283,2
415002,Dagoberto Espinoza Acosta,América,317,2024/2025,Right Back,Right Wing Back,1172.8501,-0.8070455520193792,0.6185527102944799,-0.02371635065899461,-1.0571725784953536,-2.4082335864653825,-0.5009895775308729,-1.0976901781389734,1
35953,Benjamín Ignacio Galdames Millán,Atlético San Luis,317,2024/2025,Right Wing Back,Left Wing,664.7,8.300759913330907,2.781972113745135,-3.695433514433407,2.9055494382860854,-0.8573928842260359,-4.252873401783188,-0.9437907873966234,0
401074,Iker Jareth Fimbres Ochoa,Monterrey,317,2024/2025,Left Centre Midfielder,Left Defensive Midfielder,2161.7168,4.385254103684422,-3.831077735914235,-1.1558448493968478,-2.76844707838056,-1.3454866145778472,-1.6337418553021292,1.699031408625952,0
36144,Nicolás Andrés Díaz Huincales,Tijuana,317,2024/2025,Left Back,Left Wing Back,882.8834,-0.8044391708953028,-1.2365445615525013,-0.3925611537285984,0.11474696477677411,-0.7488740431805492,-0.7377518536135469,-2.0190881723244556,2
35738,Rodrigo Eduardo Echeverría Sáez,León,317,2024/2025,Left Defensive Midfielder,Left Centre Back,1637.0668,-2.1117355970388,-3.8002508204686567,-1.0694932841896803,-1.2915368297980567,0.14061279396963117,3.9373803144041237,1.9205008248460136,2
28434,Sebastián Ignacio Vegas Orellana,Monterrey,317,2024/2025,Left Back,Left Centre Back,923.85004,-6.3523469188973545,3.002696041728539,3.0211551329382065,-1.174221717817379,-0.5838776638074454,1.48671949093634,-2.0337866600655037,1
